time,watts,cadence,heartrate,altitude,velocity_smooth,moving,grade_smooth,temp,torque
306,105,62,100,310.8,0.0,true,0.0,20,16
307,116,62,101,310.8,0.0,true,0.0,20,18
308,107,63,101,310.2,0.0,true,0.0,20,16
309,108,62,101,310.2,0.0,true,0.0,20,17
310,118,63,101,310.2,0.0,true,0.0,20,18
311,106,63,102,310.2,0.0,true,0.0,20,16
312,111,63,102,310.2,0.0,true,0.0,20,17
313,107,62,102,310.6,0.0,true,0.0,20,16
314,108,62,102,310.6,0.0,true,0.0,20,17
315,108,62,102,310.6,0.0,true,0.0,20,17
316,114,63,102,310.2,0.0,true,0.0,20,17
317,110,63,102,310.4,0.0,true,0.0,20,17
318,129,64,102,310.4,0.0,true,0.0,20,19
319,141,66,102,310.4,0.0,true,0.0,20,20
320,151,72,102,310.4,0.0,true,0.0,20,20
321,113,66,102,310.4,0.0,true,0.0,20,16
322,161,64,103,310.4,0.0,true,0.0,20,24
323,134,65,103,310.4,0.0,true,0.0,20,20
324,155,81,104,310.6,0.0,true,0.0,20,18
325,115,81,104,310.6,0.0,true,0.0,20,14
326,122,80,104,310.6,0.0,true,0.0,20,15
327,142,79,104,310.6,0.0,true,0.0,20,17
328,135,80,105,310.6,0.0,true,0.0,20,16
329,150,81,106,310.6,0.0,true,0.0,20,18
330,141,82,106,310.6,0.0,true,0.0,20,16
331,141,82,106,310.6,0.0,true,0.0,20,16
332,135,82,107,310.6,0.0,true,0.0,20,16
333,128,81,107,310.8,0.0,true,0.0,20,15
334,129,81,107,310.8,0.0,true,0.0,20,15
335,129,80,107,310.8,0.0,true,0.0,20,15
336,129,80,107,310.8,0.0,true,0.0,20,15
337,123,79,107,310.6,0.0,true,0.0,20,15
338,123,80,108,310.6,0.0,true,0.0,20,15
339,137,79,108,310.6,0.0,true,0.0,20,17
340,136,79,109,310.6,0.0,true,0.0,20,16
341,118,81,109,310.8,0.0,true,0.0,20,14
342,155,75,109,310.8,0.0,true,0.0,20,20
343,151,75,109,310.8,0.0,true,0.0,20,19
344,169,76,109,310.8,0.0,true,0.0,20,21
345,158,78,110,310.8,0.0,true,0.0,20,19
346,148,78,110,310.8,0.0,true,0.0,20,18
347,147,78,110,310.8,0.0,true,0.0,20,18
348,147,77,111,310.8,0.0,true,0.0,20,18
349,146,77,112,311.2,0.0,true,0.0,20,18
350,165,77,111,311.2,0.0,true,0.0,20,20
351,135,77,112,311.2,0.0,true,0.0,20,17
352,145,78,112,311.2,0.0,true,0.0,20,18
353,138,80,112,310.6,0.0,true,0.0,20,16
354,138,81,111,310.6,0.0,true,0.0,20,16
355,127,81,111,310.6,0.0,true,0.0,20,15
356,124,80,111,310.6,0.0,true,0.0,20,15
357,137,80,112,310.8,0.0,true,0.0,20,16
358,139,80,113,310.8,0.0,true,0.0,20,17
359,138,81,113,310.8,0.0,true,0.0,20,16
360,126,81,113,310.8,0.0,true,0.0,20,15
361,145,81,113,310.8,0.0,true,0.0,20,17
362,152,82,113,310.8,0.0,true,0.0,20,18
363,136,83,114,310.8,0.0,true,0.0,20,16
364,141,83,114,310.8,0.0,true,0.0,20,16
365,143,82,114,310.8,0.0,true,0.0,20,17
366,133,83,114,310.8,0.0,true,0.0,20,15
367,135,82,115,310.8,0.0,true,0.0,20,16
368,81,84,115,310.8,0.0,true,0.0,20,9
369,125,84,115,310.6,0.0,true,0.0,20,14
370,131,85,115,310.6,0.0,true,0.0,20,15
371,132,87,115,310.6,0.0,true,0.0,20,14
372,131,88,115,311.0,0.0,true,0.0,20,14
373,124,88,115,311.0,0.0,true,0.0,20,13
374,125,88,115,311.0,0.0,true,0.0,20,14
375,125,88,115,311.0,0.0,true,0.0,20,14
376,127,88,115,311.0,0.0,true,0.0,20,14
377,120,88,115,310.8,0.0,true,0.0,20,13
378,119,87,115,310.8,0.0,true,0.0,20,13
379,134,87,115,310.8,0.0,true,0.0,20,15
380,131,88,114,310.8,0.0,true,0.0,20,14
381,129,89,115,311.0,0.0,true,0.0,20,14
382,135,89,116,311.0,0.0,true,0.0,20,14
383,132,91,116,311.0,0.0,true,0.0,20,14
384,153,92,117,311.0,0.0,true,0.0,20,16
385,154,95,118,311.2,0.0,true,0.0,20,15
386,143,95,118,311.2,0.0,true,0.0,20,14
387,151,96,118,311.2,0.0,true,0.0,20,15
388,133,96,119,310.8,0.0,true,0.0,20,13
389,138,94,118,311.0,0.0,true,0.0,20,14
390,138,94,118,311.0,0.0,true,0.0,20,14
391,134,93,118,311.0,0.0,true,0.0,20,14
